StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,thinPrej,time_beliPrej_First Click,time_beliPrej_Last Click,time_beliPrej_Page Submit,time_beliPrej_Click Count,thinComp,time_thinComp_First Click,time_thinComp_Last Click,time_thinComp_Page Submit,time_thinComp_Click Count,ThinComp,probPrej,time_probPrej_First Click,time_probPrej_Last Click,time_probPrej_Page Submit,time_probPrej_Click Count,probComp,time_probComp_First Click,time_probComp_Last Click,time_probComp_Page Submit,time_probComp_Click Count,ProbComp,politics,religion,gender,age,race,race_5_TEXT
1/5/2019 12:32,1/5/2019 12:33,IP Address,,100,54,TRUE,1/5/2019 12:33,R_1K1sP1LUfpHVz3P,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",27.046,27.933,31.144,2,You probably don’t have strep.,5,5,Female,44,White,
1/5/2019 12:32,1/5/2019 12:33,IP Address,,100,68,TRUE,1/5/2019 12:33,R_W2IDpSQAcaowuDT,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",46.688,46.688,48.613,1,I don't think you have strep.,,,,,,,,,,,,Very Liberal,Not at All Religious,Female,25,White,
1/5/2019 12:32,1/5/2019 12:33,IP Address,,100,60,TRUE,1/5/2019 12:33,R_6Fi4k06dxvMZRiV,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",28.092,28.092,34.762,1,,,,,,You probably don’t have strep.,3,Not at All Religious,Male,25,White,
1/5/2019 12:32,1/5/2019 12:33,IP Address,,100,50,TRUE,1/5/2019 12:33,R_1QaRPCN292PXd3u,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",21.275,21.275,22.71,1,,,,,,You probably don’t have strep.,2,Not at All Religious,Female,39,White,
1/5/2019 12:32,1/5/2019 12:33,IP Address,,100,47,TRUE,1/5/2019 12:33,R_1i8MkIjLaQV05gL,,,,,,,anonymous,EN,"“No, it’s not”",19.148,19.148,27.501,1,,,,,,I don't think you have strep.,,,,,,,,,,,,4,5,Female,26,White,
1/5/2019 12:32,1/5/2019 12:33,IP Address,,100,69,TRUE,1/5/2019 12:33,R_2ubZIT9xJ21f6hj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",0.704,42.182,43.485,2,You probably don’t have strep.,4,Not at All Religious,Male,26,White,
1/5/2019 12:32,1/5/2019 12:33,IP Address,,100,69,TRUE,1/5/2019 12:33,R_3ReWiySdfW3nvws,,,,,,,anonymous,EN,"“No, it’s not”",21.675,43.621,45.259,3,,,,,,I don't think you have strep.,,,,,,,,,,,,3,3,Male,21,White,
1/5/2019 12:33,1/5/2019 12:33,IP Address,,100,44,TRUE,1/5/2019 12:33,R_3OkaTrADtyA25ki,,,,,,,anonymous,EN,,,,,,"“No, it’s not”",6.675,11.446,11.777,3,I don't think you have strep.,,,,,,,,,,,,3,3,Male,23,White,
1/5/2019 12:32,1/5/2019 12:33,IP Address,,100,55,TRUE,1/5/2019 12:33,R_26bibrvts7vVR6q,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",1.32,1.32,33.938,1,You probably don’t have strep.,2,Not at All Religious,Male,24,White,
1/5/2019 12:32,1/5/2019 12:33,IP Address,,100,64,TRUE,1/5/2019 12:33,R_3qNLdZh9cbqDYws,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",38.19,38.19,41.735,1,I don't think you have strep.,,,,,,,,,,,,Very Conservative,Extremely Religious,Male,31,White,
1/5/2019 12:32,1/5/2019 12:33,IP Address,,100,67,TRUE,1/5/2019 12:33,R_2BnRJRtzUuMnWrb,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",34.569,34.569,35.761,1,You probably don’t have strep.,Very Conservative,4,Male,47,White,
1/5/2019 12:33,1/5/2019 12:33,IP Address,,100,49,TRUE,1/5/2019 12:33,R_265e0s7tfu1TGqs,,,,,,,anonymous,EN,,,,,,,,,,,,"“Yes, it is”",13.887,16.838,17.895,2,,,,,,You probably don’t have strep.,3,Not at All Religious,Male,38,Latino/a,
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,75,TRUE,1/5/2019 12:34,R_1HdHD0SYS79hyRR,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",40.38,40.38,48.501,1,,,,,,You probably don’t have strep.,2,Not at All Religious,Male,37,White,
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,87,TRUE,1/5/2019 12:34,R_30qMasvUu0J4Dtv,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",2.357,40.103,41.141,12,I don't think you have strep.,,,,,,,,,,,,5,5,Female,48,White,
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,68,TRUE,1/5/2019 12:34,R_1mUyFX063Ihs5HQ,,,,,,,anonymous,EN,"“No, it’s not”",44.744,44.744,45.589,1,,,,,,I don't think you have strep.,,,,,,,,,,,,3,Not at All Religious,Male,27,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,48,TRUE,1/5/2019 12:34,R_1IWxIFtWeO6JbfJ,,,,,,,anonymous,EN,"“No, it’s not”",26.244,26.244,26.994,1,,,,,,I don't think you have strep.,,,,,,,,,,,,5,2,Female,33,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,59,TRUE,1/5/2019 12:34,R_24BLv9oYD7Q1HPc,,,,,,,anonymous,EN,"“No, it’s not”",1.445,22.735,28.2,6,,,,,,I don't think you have strep.,,,,,,,,,,,,2,3,Female,60,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,65,TRUE,1/5/2019 12:34,R_xmiBeod2reJgUOl,,,,,,,anonymous,EN,"“No, it’s not”",40.233,40.233,41.7,1,,,,,,I don't think you have strep.,,,,,,,,,,,,3,Not at All Religious,Male,32,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,70,TRUE,1/5/2019 12:34,R_wM21BE6EHCHNy6Z,,,,,,,anonymous,EN,"“Yes, it is”",27.709,27.709,48.571,1,,,,,,I don't think you have strep.,,,,,,,,,,,,Very Conservative,Extremely Religious,Female,38,"Other, please specify:",American
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,61,TRUE,1/5/2019 12:34,R_1QyosHJKpTFu6u8,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",39.339,41.161,41.88,5,You probably don’t have strep.,Very Conservative,5,Female,38,White,
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,78,TRUE,1/5/2019 12:34,R_UVWgIlQPVW0XXfH,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",51.399,51.399,53.374,1,You probably don’t have strep.,4,Not at All Religious,Male,28,White,
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,78,TRUE,1/5/2019 12:34,R_W1G2g2wadvc1sVb,,,,,,,anonymous,EN,,,,,,,,,,,,"“Yes, it is”",34.686,37.141,39.127,2,,,,,,You probably don’t have strep.,2,2,Female,32,White,
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,80,TRUE,1/5/2019 12:34,R_1CgV9xOwlxbGHOp,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",53.022,53.022,53.926,1,You probably don’t have strep.,5,2,Male,29,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,77,TRUE,1/5/2019 12:34,R_262BO2skgaVUdRt,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",22.478,22.478,42.632,1,,,,,,You probably don’t have strep.,2,Not at All Religious,Female,25,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,53,TRUE,1/5/2019 12:34,R_3sAN7n3Y6DD7bTT,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",1.257,27.428,31.342,10,,,,,,You probably don’t have strep.,4,2,Male,30,White,
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,84,TRUE,1/5/2019 12:34,R_1Cr4yPEQDlVrMf1,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",49.805,49.805,53.4,1,I don't think you have strep.,,,,,,,,,,,,5,5,Male,37,Black,
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,100,TRUE,1/5/2019 12:34,R_3nUcnDrKtw251JO,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",61.244,61.244,63.415,1,,,,,,You probably don’t have strep.,3,3,Male,29,Latino/a,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,61,TRUE,1/5/2019 12:34,R_wYqo9z7bxAosYLL,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",2.361,36.554,36.869,2,I don't think you have strep.,,,,,,,,,,,,3,4,Male,23,"Other, please specify:",Black and White
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,86,TRUE,1/5/2019 12:34,R_ZgTgRsewOOnqo4F,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",44.645,44.645,46.201,1,I don't think you have strep.,,,,,,,,,,,,Very Liberal,Not at All Religious,Male,50,White,
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,115,TRUE,1/5/2019 12:34,R_1K73yGikEDGrCGr,,,,,,,anonymous,EN,"“No, it’s not”",41.765,53.379,75.82,2,,,,,,I don't think you have strep.,,,,,,,,,,,,Very Liberal,Not at All Religious,Female,27,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,63,TRUE,1/5/2019 12:34,R_6hdQblQna4dyeNb,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",33.282,33.83,36.289,2,,,,,,You probably don’t have strep.,Very Conservative,5,Female,36,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,59,TRUE,1/5/2019 12:34,R_31BjaLw0WsYV3lF,,,,,,,anonymous,EN,"“Yes, it is”",32.325,32.325,33.693,1,,,,,,I don't think you have strep.,,,,,,,,,,,,2,5,Female,27,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,66,TRUE,1/5/2019 12:34,R_24csnjLoGSXKhId,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",40.739,40.739,41.678,1,I don't think you have strep.,,,,,,,,,,,,2,Not at All Religious,Male,33,White,
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,92,TRUE,1/5/2019 12:34,R_3lRofE8wO1Z3iQ9,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",42.824,42.824,48.725,1,,,,,,You probably don’t have strep.,3,Not at All Religious,Male,39,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,67,TRUE,1/5/2019 12:34,R_32VpBBevoB1mqSZ,,,,,,,anonymous,EN,"“Yes, it is”",17.688,25.576,37.99,2,,,,,,I don't think you have strep.,,,,,,,,,,,,Very Liberal,Not at All Religious,Female,40,White,
1/5/2019 12:34,1/5/2019 12:34,IP Address,,100,22,TRUE,1/5/2019 12:34,R_1HcK8OAI00qUYYR,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",0.759,3.616,9.359,2,You probably don’t have strep.,3,Not at All Religious,Male,27,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,50,TRUE,1/5/2019 12:34,R_3rU8kw2bOnHZhbH,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",27.606,27.606,32.122,1,I don't think you have strep.,,,,,,,,,,,,Very Liberal,Not at All Religious,Female,45,Asian,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,59,TRUE,1/5/2019 12:34,R_21sIeMBsfdE5c0f,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",0.975,29.467,30.494,6,,,,,,You probably don’t have strep.,2,5,Female,21,Latino/a,
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,113,TRUE,1/5/2019 12:34,R_DHNmsKpaUseOkhz,,,,,,,anonymous,EN,"“No, it’s not”",67.104,67.104,77.536,1,,,,,,I don't think you have strep.,,,,,,,,,,,,3,5,Male,28,White,
1/5/2019 12:32,1/5/2019 12:34,IP Address,,100,133,TRUE,1/5/2019 12:34,R_1PSEL0hYNBgsBeo,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",73.795,73.795,76.007,1,You probably don’t have strep.,Very Liberal,Not at All Religious,Male,46,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,45,TRUE,1/5/2019 12:34,R_3PAiI28j20tFWCQ,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",25.757,25.757,26.663,1,,,,,,You probably don’t have strep.,Very Liberal,Not at All Religious,Female,27,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,69,TRUE,1/5/2019 12:34,R_3rS6FutAG953uEg,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",34.983,34.983,39.327,1,,,,,,You probably don’t have strep.,5,4,Female,29,Latino/a,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,80,TRUE,1/5/2019 12:34,R_Y4yrNPdiZvzq5iN,,,,,,,anonymous,EN,"“Yes, it is”",36.143,46.661,47.415,3,,,,,,I don't think you have strep.,,,,,,,,,,,,5,5,Male,61,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,79,TRUE,1/5/2019 12:34,R_2EfLM80AI2kD8qf,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",30.601,39.977,46.222,2,You probably don’t have strep.,3,3,Female,22,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,60,TRUE,1/5/2019 12:34,R_3NVtJIt8qDbKGQY,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",32.356,38.388,39.355,4,I don't think you have strep.,,,,,,,,,,,,2,Not at All Religious,Female,33,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,55,TRUE,1/5/2019 12:34,R_2zGwuBTmTWrGwCi,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",31.679,31.679,32.592,1,I don't think you have strep.,,,,,,,,,,,,3,3,Male,57,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,74,TRUE,1/5/2019 12:34,R_1eDbeTQ3OXtRb6l,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",3.307,25.803,39.282,8,You probably don’t have strep.,4,Not at All Religious,Male,33,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,65,TRUE,1/5/2019 12:34,R_1roD9MXCI3zPsWA,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",33.117,33.117,34.951,1,I don't think you have strep.,,,,,,,,,,,,5,5,Male,36,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,94,TRUE,1/5/2019 12:34,R_2zC1bH8a4ral7g2,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",2.679,34.359,36.724,17,You probably don’t have strep.,Very Liberal,Not at All Religious,Female,30,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,80,TRUE,1/5/2019 12:34,R_sGSLleIPGj5Ew93,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",28.562,42.513,43.564,2,You probably don’t have strep.,Very Liberal,Not at All Religious,Female,35,Black,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,62,TRUE,1/5/2019 12:34,R_yK37ghoyDLTxNXb,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",19.413,25.248,28.47,3,,,,,,You probably don’t have strep.,2,4,Female,30,White,
1/5/2019 12:33,1/5/2019 12:34,IP Address,,100,65,TRUE,1/5/2019 12:34,R_3L7jyC50XHALDWN,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",21.597,27.284,34.46,3,,,,,,You probably don’t have strep.,4,4,Male,26,Black,
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,111,TRUE,1/5/2019 12:35,R_2Uh1IVZa3t5CEls,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",70.352,74.921,76.39,2,You probably have strep.,Very Conservative,4,Female,57,Black,
1/5/2019 12:32,1/5/2019 12:35,IP Address,,100,159,TRUE,1/5/2019 12:35,R_2WO8P4QrDd28puz,,,,,,,anonymous,EN,,,,,,,,,,,,"“Yes, it is”",35.513,35.513,104.874,1,,,,,,You probably don’t have strep.,5,Extremely Religious,Female,27,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,59,TRUE,1/5/2019 12:35,R_2tL6qmWlTNK4Pgi,,,,,,,anonymous,EN,,,,,,,,,,,,"“Yes, it is”",32.922,32.922,33.867,1,,,,,,You probably don’t have strep.,3,Not at All Religious,Male,36,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,43,TRUE,1/5/2019 12:35,R_AFFlbP0WbQ5ttCh,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",19.093,19.093,20.429,1,You probably don’t have strep.,3,Not at All Religious,Female,28,Asian,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,53,TRUE,1/5/2019 12:35,R_AgPckwWbfJfi0dX,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",24.223,24.223,25.503,1,,,,,,You probably have strep.,4,Not at All Religious,Male,43,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,51,TRUE,1/5/2019 12:35,R_1OIY3odu7q5YcNZ,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",20.702,24.258,25.486,3,I don't think you have strep.,,,,,,,,,,,,2,2,Male,28,White,
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,113,TRUE,1/5/2019 12:35,R_3k0QTJUlwH9Xd2C,,,,,,,anonymous,EN,"“No, it’s not”",59.557,61.98,63.2,2,,,,,,I don't think you have strep.,,,,,,,,,,,,5,4,Female,40,White,
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,70,TRUE,1/5/2019 12:35,R_R3xduEVZP9Gw6at,,,,,,,anonymous,EN,"“No, it’s not”",31.106,31.106,33.876,1,,,,,,I don't think you have strep.,,,,,,,,,,,,2,4,Male,46,White,
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,106,TRUE,1/5/2019 12:35,R_aYuZQmr62lrpFsJ,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",76.445,76.445,77.583,1,,,,,,You probably have strep.,4,3,Male,36,White,
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,89,TRUE,1/5/2019 12:35,R_OvPJTpLxkycEBNL,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",25.552,48.727,53.223,2,You probably don’t have strep.,Very Conservative,5,Female,49,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,59,TRUE,1/5/2019 12:35,R_YXGfk28JPXvPuUx,,,,,,,anonymous,EN,"“Yes, it is”",1.561,21.958,23.507,3,,,,,,I don't think you have strep.,,,,,,,,,,,,3,Not at All Religious,Female,26,Latino/a,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,52,TRUE,1/5/2019 12:35,R_2bKxohpy5qJymHA,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",21.605,21.605,23.24,1,,,,,,You probably don’t have strep.,3,4,Female,29,White,
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,87,TRUE,1/5/2019 12:35,R_1OizCsrWJ69zxqg,,,,,,,anonymous,EN,"“No, it’s not”",45.204,45.204,48.797,1,,,,,,I don't think you have strep.,,,,,,,,,,,,3,Not at All Religious,Female,33,White,
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,89,TRUE,1/5/2019 12:35,R_3CN7YkzO5oK7fYQ,,,,,,,anonymous,EN,"“No, it’s not”",39.708,39.708,44.442,1,,,,,,I don't think you have strep.,,,,,,,,,,,,3,Not at All Religious,Female,26,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,51,TRUE,1/5/2019 12:35,R_2YzVqiFKAxSlFsm,,,,,,,anonymous,EN,,,,,,"“No, it’s not”",27.838,27.838,30.277,1,I don't think you have strep.,,,,,,,,,,,,Very Liberal,Not at All Religious,Female,22,White,
1/5/2019 12:32,1/5/2019 12:35,IP Address,,100,159,TRUE,1/5/2019 12:35,R_1ONeZT2vXV1mZGv,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",5.596,136.086,137.089,2,I don't think you have strep.,,,,,,,,,,,,2,2,Female,42,White,
1/5/2019 12:32,1/5/2019 12:35,IP Address,,100,139,TRUE,1/5/2019 12:35,R_1KvRcu6peIq16dT,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",41.644,112.471,113.703,14,I don't think you have strep.,,,,,,,,,,,,3,5,Male,41,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,35,TRUE,1/5/2019 12:35,R_3n49A9D2YfvcUQV,,,,,,,anonymous,EN,"“No, it’s not”",7.229,16.671,18.888,4,,,,,,I don't think you have strep.,,,,,,,,,,,,2,Not at All Religious,Female,29,White,
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,81,TRUE,1/5/2019 12:35,R_27jI6O8qjErulOW,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",38.344,38.824,49.341,2,You probably don’t have strep.,5,2,Male,25,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,47,TRUE,1/5/2019 12:35,R_33vEEQDfV2nudHO,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",4.732,24.156,27.133,2,,,,,,You probably don’t have strep.,Very Liberal,Not at All Religious,Female,27,White,
1/5/2019 12:32,1/5/2019 12:35,IP Address,,100,157,TRUE,1/5/2019 12:35,R_exPn9ce541U37XP,,,,,,,anonymous,EN,,,,,,"“Yes, it is”",91.92,91.92,93.826,1,I don't think you have strep.,,,,,,,,,,,,3,Not at All Religious,Male,34,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,68,TRUE,1/5/2019 12:35,R_QhMaTWbbrwftvvr,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",1.096,34.019,35.642,2,You probably don’t have strep.,3,4,Female,43,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,68,TRUE,1/5/2019 12:35,R_2ZTTImgoOzrtdAc,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",10.617,32.735,50.091,3,You probably don’t have strep.,2,Not at All Religious,Male,34,Black,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,47,TRUE,1/5/2019 12:35,R_C16qewpTQlD5Kz7,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",23.234,23.838,26.336,2,You probably don’t have strep.,3,2,Male,46,White,
1/5/2019 12:32,1/5/2019 12:35,IP Address,,100,163,TRUE,1/5/2019 12:35,R_rqDvmmyrmKrbFpn,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",94.128,94.128,96.378,1,You probably don’t have strep.,3,Not at All Religious,Male,54,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,66,TRUE,1/5/2019 12:35,R_03qxIEaHmBj9DDb,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“No, it’s not”",0.843,42.129,43.959,19,You probably don’t have strep.,4,3,Male,24,White,
1/5/2019 12:34,1/5/2019 12:35,IP Address,,100,54,TRUE,1/5/2019 12:35,R_CfwP2FdfbuguaUp,,,,,,,anonymous,EN,,,,,,,,,,,,"“No, it’s not”",27.87,27.87,37.124,1,,,,,,You probably don’t have strep.,3,2,Female,25,Asian,
1/5/2019 12:33,1/5/2019 12:35,IP Address,,100,94,TRUE,1/5/2019 12:35,R_2s4P3otWf9BVbF9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,"“Yes, it is”",6.646,59.729,61.205,4,You probably don’t have strep.,4,Not at All Religious,Female,45,White,
